Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
6.7,0.4,6.5,9.9,13.6,17.4,0.42,0.89,0.51,1003.41,23,81,1.3553794,103.8677444,6:48:26 PM
5.5,7,4.3,15.1,19.5,16.2,0.03,0.81,0.75,1003.41,29,90,1.3553794,103.8677444,6:48:27 PM
9.9,0.6,0.7,18.9,5,17.9,0.72,0.80,0.91,1003.41,21,73,1.3553794,103.8677444,6:48:28 PM
3.1,1,2.4,6.7,13.8,16,0.21,0.58,0.87,1003.41,21,165,1.3553794,103.8677444,6:48:29 PM
2.9,6.7,2.2,17.8,9.3,16,0.89,0.45,0.28,1003.41,22,162,1.3553794,103.8677444,6:48:30 PM
7.9,3,5.9,15.7,9,5.6,0.49,0.64,0.74,1003.41,29,65,1.3553794,103.8677444,6:48:31 PM
1.9,9,1.7,9.4,5,17.2,0.50,0.24,0.91,1003.41,22,158,1.3553794,103.8677444,6:48:32 PM
8.2,9.9,5.8,19.3,5,9,0.78,0.57,0.57,1003.41,29,99,1.3553794,103.8677444,6:48:33 PM
9.3,2.9,7.9,17.3,8,9.3,0.26,0.37,0.08,1003.41,22,121,1.3553794,103.8677444,6:48:34 PM
4,3.2,0.6,17.8,8.3,12.3,0.81,0.75,0.34,1003.41,21,102,1.3553794,103.8677444,6:48:35 PM
3.3,1.9,1.4,17.6,9.7,16.8,0.31,0.61,0.48,1003.41,28,73,1.3553794,103.8677444,6:48:36 PM
9.1,3,4.9,11.2,3.8,4.4,0.17,0.24,0.92,1003.41,24,192,1.3553794,103.8677444,6:48:37 PM
9.4,6.5,5.1,9,16.5,12.5,0.04,0.88,0.13,1003.41,25,79,1.3553794,103.8677444,6:48:38 PM
8.4,2,7.3,0.3,0.1,7.2,0.84,0.04,0.64,1003.41,27,163,1.3553794,103.8677444,6:48:39 PM
2.7,7,9.3,14.7,19.9,2.5,0.67,0.82,0.34,1003.41,27,135,1.3553794,103.8677444,6:48:40 PM
1.7,9,3.6,15.4,19.4,7.6,0.39,0.72,0.70,1003.41,29,162,1.3553794,103.8677444,6:48:41 PM
0.2,7.2,6.9,8.2,3.3,18.7,0.61,0.42,0.65,1003.41,24,112,1.3553794,103.8677444,6:48:42 PM
8.6,0.2,4.4,0.4,18.9,16.2,0.86,0.73,0.43,1003.41,29,116,1.3553794,103.8677444,6:48:43 PM
0,0,9.8,10.3,15.7,15.1,0.80,0.62,0.01,1003.41,21,172,1.3553794,103.8677444,6:48:44 PM
2.5,8.9,3.5,17,5.2,7.2,0.85,0.67,0.48,1003.41,27,130,1.3553794,103.8677444,6:48:45 PM
3,7,9.6,1.7,4.5,1,0.42,0.65,0.47,1003.41,29,100,1.3553794,103.8677444,6:48:46 PM
0.1,2.8,2,9.3,7.9,2.3,0.47,0.53,0.63,1003.41,25,172,1.3553794,103.8677444,6:48:47 PM
5.2,2.6,9.8,5.1,14.2,10,0.32,0.30,0.19,1003.41,27,87,1.3553794,103.8677444,6:48:48 PM
4.2,4.5,5.1,17.9,2.5,12.1,0.65,0.20,0.52,1003.41,20,69,1.3553794,103.8677444,6:48:49 PM
0.7,3.7,2.7,17.6,6.9,1.5,0.13,0.21,0.92,1003.41,20,147,1.3553794,103.8677444,6:48:50 PM
0.9,4.8,2.1,0.7,15.6,17.4,0.10,0.18,0.07,1003.41,29,82,1.3553794,103.8677444,6:48:51 PM
7.4,9.1,1.2,15.6,13.5,10.8,0.23,0.82,0.45,1003.41,23,51,1.3553794,103.8677444,6:48:52 PM
5.2,4.4,2.4,7.9,13.4,18.8,0.11,0.04,0.85,1003.41,20,71,1.3553794,103.8677444,6:48:53 PM
3,3.4,6.6,5,7.8,16.1,0.47,0.01,0.95,1003.41,28,57,1.3553794,103.8677444,6:48:54 PM
0.2,8.5,0.2,10.5,7.9,17.7,0.65,0.63,0.68,1003.41,28,113,1.3553794,103.8677444,6:48:55 PM
0.6,0.3,6.3,14.6,17.3,6.6,0.51,0.11,0.70,1003.41,27,179,1.3553794,103.8677444,6:48:56 PM
4.9,3.7,3.4,5.7,9.1,16.6,0.01,0.00,0.07,1003.41,26,132,1.3553794,103.8677444,6:48:57 PM
6.7,8.4,8.2,13,11.8,15.2,0.95,0.91,0.23,1003.41,23,128,1.3553794,103.8677444,6:48:58 PM
1.4,2.6,6.6,14.6,2.7,2.5,0.14,0.30,0.48,1003.41,21,92,1.3553794,103.8677444,6:48:59 PM
9.6,0.2,1.7,1.6,1.6,16.8,0.43,0.86,0.93,1003.41,22,61,1.3553794,103.8677444,6:49:00 PM
1.4,0.2,7.6,6.1,1.3,1.8,0.85,0.80,0.95,1003.41,28,147,1.3553794,103.8677444,6:49:01 PM
3.6,6.8,3.6,4,1.4,17.7,0.95,0.21,0.14,1003.41,24,60,1.3553794,103.8677444,6:49:02 PM
3.3,4.4,6.5,3.1,11.1,11.1,0.16,0.45,0.37,1003.41,29,97,1.3553794,103.8677444,6:49:03 PM
0.6,3.5,4.3,19.3,6.1,1.3,0.49,0.24,0.85,1003.41,28,186,1.3553794,103.8677444,6:49:04 PM
8.7,3.2,2.3,3,12,11.2,0.47,0.50,0.16,1003.41,24,134,1.3553794,103.8677444,6:49:05 PM
3.1,3.8,8.8,9.3,13.5,15.6,0.14,0.78,0.00,1003.41,21,141,1.3553794,103.8677444,6:49:06 PM
6,7.8,2.4,17.4,18.5,4.7,0.58,0.05,0.74,1003.41,21,199,1.3553794,103.8677444,6:49:07 PM
1.9,9.4,4,6.6,17.1,11.5,0.93,0.46,0.98,1003.41,24,51,1.3553794,103.8677444,6:49:08 PM
3.2,1.3,5.3,3.6,15.3,7.6,0.90,0.38,0.25,1003.41,26,57,1.3553794,103.8677444,6:49:09 PM
6.4,7.2,4.6,0.7,1.7,11.5,0.59,0.06,0.69,1003.41,22,134,1.3553794,103.8677444,6:49:10 PM
8,7.9,8.6,1.6,9,9.6,0.72,0.61,0.63,1003.41,28,181,1.3553794,103.8677444,6:49:11 PM
6.9,7.1,2.8,17.7,4.8,13.2,0.81,0.26,0.98,1003.41,29,163,1.3553794,103.8677444,6:49:12 PM
4.4,2.5,6.1,10.9,4.4,15.1,0.58,0.45,0.83,1003.41,29,127,1.3553794,103.8677444,6:49:13 PM
0.9,6.5,1.5,15.5,18.3,15.4,0.37,0.98,1.00,1003.41,26,196,1.3553794,103.8677444,6:49:14 PM
8.2,8.9,3.2,4.9,19.5,9.2,0.17,0.37,0.20,1003.41,23,63,1.3553794,103.8677444,6:49:15 PM
8.9,3.1,3.7,7.7,2.2,15.4,0.17,0.32,0.81,1003.41,29,93,1.3553794,103.8677444,6:49:16 PM
2.5,9.4,5.7,14.5,8.5,0.8,0.63,0.93,0.64,1003.41,22,182,1.3553794,103.8677444,6:49:18 PM
4.5,8.3,6.9,0.2,10.6,2.4,0.08,0.68,0.30,1003.41,25,107,1.3553794,103.8677444,6:49:19 PM
0.7,3.4,9.6,4.8,11.2,14,0.11,0.25,0.76,1003.41,23,121,1.3553794,103.8677444,6:49:20 PM
6.7,1,5,0.6,17.9,8.9,0.87,0.98,0.29,1003.41,22,79,1.3553794,103.8677444,6:49:21 PM
6.4,9.7,3.4,17.4,13.4,2.5,0.85,0.30,0.31,1003.41,26,128,1.3553794,103.8677444,6:49:22 PM
0.7,3.3,5.3,6.7,10.1,2.5,0.00,0.20,0.09,1003.41,23,148,1.3553794,103.8677444,6:49:23 PM
0.5,6.8,0.4,15.7,6.4,10.6,0.61,0.78,0.02,1003.41,26,128,1.3553794,103.8677444,6:49:24 PM
7.9,8.6,5,14.4,16.8,13.3,0.91,0.96,0.74,1003.41,28,90,1.3553794,103.8677444,6:49:25 PM
8.9,9.8,2.1,15,9.9,15.1,0.24,0.62,0.60,1003.41,27,177,1.3553794,103.8677444,6:49:26 PM
3.1,9.3,8.1,0.4,0.4,12.4,0.40,0.22,0.84,1003.41,29,61,1.3553794,103.8677444,6:49:27 PM
9.4,1.8,5.2,1.3,19.1,3.1,0.89,0.03,0.39,1003.41,27,198,1.3553794,103.8677444,6:49:28 PM
2.7,7.7,8.7,15.3,1.4,12.2,0.65,0.81,0.05,1003.41,22,84,1.3553794,103.8677444,6:49:29 PM
1.4,2.7,6.7,10.5,11.3,2.8,0.67,0.42,0.21,1003.41,27,67,1.3553794,103.8677444,6:49:30 PM
5.3,0.4,0.3,13.4,9.6,4.3,0.95,0.06,0.06,1003.41,23,184,1.3553794,103.8677444,6:49:31 PM
1.3,2.7,8.3,19.9,2.1,4.3,0.88,0.12,0.10,1003.41,24,166,1.3553794,103.8677444,6:49:32 PM
5.7,0.9,6.5,12.7,3.9,7.2,0.27,0.01,0.21,1003.41,25,121,1.3553794,103.8677444,6:49:33 PM
2.1,3.6,6.3,19.7,13.7,10.6,0.28,0.93,0.95,1003.41,21,99,1.3553794,103.8677444,6:49:34 PM
9.4,5.6,8.9,9.6,14,1.9,0.49,0.97,0.66,1003.41,22,107,1.3553794,103.8677444,6:49:35 PM
0.6,2.7,5.2,5.4,9.9,16,0.90,0.74,0.83,1003.41,27,96,1.3553794,103.8677444,6:49:36 PM
1.4,5.3,3,0,19.2,17.1,0.07,0.64,0.66,1003.41,29,69,1.3553794,103.8677444,6:49:37 PM
7,3.7,6,11.9,13.4,3.2,0.87,0.67,0.60,1003.41,20,155,1.3553794,103.8677444,6:49:38 PM
7.3,1,1.7,14.5,10.5,17,0.83,0.12,0.95,1003.41,23,69,1.3553794,103.8677444,6:49:39 PM
6.1,5.2,1.3,17.4,4.2,13.1,0.03,0.46,0.18,1003.41,27,95,1.3553794,103.8677444,6:49:40 PM
9.3,2.4,3,7.3,6.8,17.3,0.91,0.56,0.82,1003.41,24,64,1.3553794,103.8677444,6:49:41 PM
4.1,2.3,4.7,13.3,2.1,8.9,0.06,0.07,0.92,1003.41,28,107,1.3553794,103.8677444,6:49:42 PM
9.2,4.6,4.2,2.3,1.6,7,0.18,0.70,0.07,1003.41,27,149,1.3553794,103.8677444,6:49:43 PM
7.1,7.3,7.7,9.6,4.8,8.9,0.04,0.95,0.24,1003.41,26,95,1.3553794,103.8677444,6:49:44 PM
3.2,4.7,9.8,9.7,13.8,12.5,0.64,0.36,0.98,1003.41,29,147,1.3553794,103.8677444,6:49:45 PM
1.5,7,0,18.3,18.7,0.2,0.35,0.18,0.05,1003.41,29,141,1.3553794,103.8677444,6:49:46 PM
2.2,7.8,8.1,15.2,18.8,6.1,0.38,0.60,0.78,1003.41,21,124,1.3553794,103.8677444,6:49:47 PM
7.5,7.9,8.3,3.5,0.9,6.6,0.79,0.53,0.64,1003.41,23,107,1.3553794,103.8677444,6:49:48 PM
4.1,0.8,8.7,19.3,7.8,13.4,0.13,0.19,0.16,1003.41,28,68,1.3553794,103.8677444,6:49:49 PM
9.3,8.2,4.1,0.9,12,0,0.43,0.26,0.07,1003.41,24,151,1.3553794,103.8677444,6:49:50 PM
1.5,4.3,3.7,10.7,15.7,4.6,0.18,0.70,0.30,1003.41,25,124,1.3553794,103.8677444,6:49:51 PM
6.3,9.4,0.5,19.1,19.9,4.6,0.60,0.81,0.97,1003.41,23,170,1.3553794,103.8677444,6:49:52 PM
0.1,4.3,2.9,9.7,9.8,8.7,0.04,0.73,0.52,1003.41,25,94,1.3553794,103.8677444,6:49:53 PM
5.3,8.9,5.5,17.2,15.6,17,0.62,0.13,0.38,1003.41,27,186,1.3553794,103.8677444,6:49:54 PM
4.6,0.3,7.3,5.4,10.2,0.4,0.68,0.86,0.23,1003.41,20,87,1.3553794,103.8677444,6:49:55 PM
4.2,4.6,6.6,17.8,17,7.3,0.28,0.07,0.79,1003.41,29,160,1.3553794,103.8677444,6:49:56 PM
0.5,5.8,5.7,10.9,6.8,13.8,0.26,0.48,0.85,1003.41,20,139,1.3553794,103.8677444,6:49:57 PM
6.5,5.4,6.1,19.9,6.3,14.3,0.70,0.92,0.05,1003.41,20,63,1.3553794,103.8677444,6:49:58 PM
2.5,7.9,5.3,12.9,9.6,15.9,0.80,0.65,0.43,1003.41,27,116,1.3553794,103.8677444,6:49:59 PM
6.1,6.3,2.9,9.9,16.3,12,0.41,0.25,0.32,1003.41,27,132,1.3553794,103.8677444,6:50:00 PM
5.2,5.5,4.5,12.1,12.4,17.3,0.23,0.05,0.49,1003.41,29,181,1.3553794,103.8677444,6:50:01 PM
1,9.1,5.5,9.4,1.3,15,0.30,0.42,0.72,1003.41,25,187,1.3553794,103.8677444,6:50:02 PM
4.7,7.9,0.9,13.2,12.1,13.3,0.13,0.88,0.24,1003.41,28,83,1.3553794,103.8677444,6:50:03 PM
1.3,3.4,6.2,1.2,14.6,8.1,0.14,0.41,0.19,1003.41,20,162,1.3553794,103.8677444,6:50:04 PM
8.3,8.6,6.9,3.1,17.7,4.5,0.58,0.70,0.85,1003.41,22,71,1.3553794,103.8677444,6:50:05 PM
6.7,7.2,2.4,5.8,0.7,14.8,0.28,0.37,0.97,1003.41,28,159,1.3553794,103.8677444,6:50:06 PM
6,0.2,9.1,3.4,16.7,0.4,0.04,0.38,0.14,1003.41,20,183,1.3553794,103.8677444,6:50:07 PM
5,4,9.2,10.5,10.5,18.1,0.74,0.46,0.82,1003.41,24,109,1.3553794,103.8677444,6:50:08 PM
8.8,8.4,4.2,6.3,7.2,10.3,0.09,0.82,0.30,1003.41,29,105,1.3553794,103.8677444,6:50:09 PM
5.7,1.8,4,10.9,15.1,16.9,0.87,0.57,0.93,1003.41,22,56,1.3553794,103.8677444,6:50:10 PM
2,4.5,7.7,14.8,4,11.4,0.49,0.30,0.65,1003.41,25,69,1.3553794,103.8677444,6:50:11 PM
1,9.5,1.6,13.3,14.3,8.9,0.89,0.64,0.06,1003.41,28,100,1.3553794,103.8677444,6:50:12 PM
9.1,2.1,2.7,8,3.8,19,0.62,0.85,0.19,1003.41,26,148,1.3553794,103.8677444,6:50:13 PM
5.3,8.3,4.1,5.8,10,3.8,0.46,0.98,0.04,1003.41,23,85,1.3553794,103.8677444,6:50:14 PM
3.9,9.2,4.1,4.5,19.4,3.4,0.39,0.43,0.29,1003.41,27,90,1.3553794,103.8677444,6:50:15 PM
7.6,5.3,0.1,1.9,13,12.1,0.11,0.22,0.44,1003.41,20,120,1.3553794,103.8677444,6:50:16 PM
1.7,9,1.6,6.3,13.8,1.2,0.45,0.26,0.21,1003.41,24,146,1.3553794,103.8677444,6:50:17 PM
5.4,6.8,0.1,2.2,2.6,4.1,0.21,0.50,0.36,1003.41,21,83,1.3553794,103.8677444,6:50:18 PM
4.8,3.6,7.5,11.3,6.1,9.1,0.25,0.39,0.56,1003.41,29,154,1.3553794,103.8677444,6:50:19 PM
3.2,5.7,4.5,0.5,14.3,19.9,0.68,0.75,0.03,1003.41,23,90,1.3553794,103.8677444,6:50:20 PM
5.3,0.2,0.9,0.8,12.1,5.5,0.77,0.85,0.68,1003.41,20,97,1.3553794,103.8677444,6:50:21 PM
1.3,0.6,4.1,2.7,8,14.2,0.18,0.79,0.69,1003.41,21,190,1.3553794,103.8677444,6:50:22 PM
3.4,3.9,2.9,13,14.7,11.6,0.85,0.53,0.85,1003.41,26,107,1.3553794,103.8677444,6:50:23 PM
9,3.7,7.1,5.6,2.8,10.3,0.62,0.96,0.95,1003.41,21,87,1.3553794,103.8677444,6:50:24 PM
3.4,9,1,3.1,15.5,0.6,0.50,0.28,0.78,1003.41,26,154,1.3553794,103.8677444,6:50:25 PM
2.1,7.5,7.5,17.5,19.7,13.9,0.88,0.31,0.48,1003.41,26,96,1.3553794,103.8677444,6:50:26 PM
4.4,1.6,3.9,14.5,1.8,1.9,0.18,0.95,0.54,1003.41,22,162,1.3553794,103.8677444,6:50:27 PM
5.9,0.4,5.8,17.4,4.2,0.2,0.75,0.19,0.38,1003.41,23,52,1.3553794,103.8677444,6:50:28 PM
4.2,4.5,8.4,15.8,18,2.5,0.84,0.62,0.26,1003.41,29,77,1.3553794,103.8677444,6:50:29 PM
2.1,5.2,1.3,5.8,14.4,5.3,0.71,0.44,0.06,1003.41,24,165,1.3553794,103.8677444,6:50:30 PM
7.8,0.2,7,5.9,4.5,2.9,0.52,0.09,0.38,1003.41,29,168,1.3553794,103.8677444,6:50:31 PM
7.8,6.1,6.8,0,11.8,9.7,0.98,0.85,0.24,1003.41,27,60,1.3553794,103.8677444,6:50:32 PM
3.9,4,0.2,15.8,9.9,11.6,0.83,0.24,0.26,1003.41,28,197,1.3553794,103.8677444,6:50:33 PM
