Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-9.41,-1.57,-0.59,-29.55,2.09,102.14,0.8,0.03,-0.17,1004.41,26.4,73.86,null,null,0:0:0
-8.28,-2.94,0.39,-29.36,7.09,99.59,0.56,-0.05,0.02,1004.43,26.4,73.69,null,null,0:0:0
-8.75,-4.35,0.94,-30.27,11.36,93.88,0.64,0.19,-0.04,1004.42,26.4,73.78,null,null,0:0:0
-8.28,-2.86,0.9,-34.18,14,87.35,0.05,0.37,-0.09,1004.45,26.4,73.53,null,null,0:0:0
-7.92,-3.14,1.41,-34.09,14.91,83.16,0.05,0.28,0.63,1004.43,26.4,73.69,null,null,0:0:0
-10.16,-3.57,0.12,-32.18,19.09,78.98,0.25,0.09,0.35,1004.47,26.4,73.36,null,null,0:0:0
-9.22,-2.16,0.51,-28.27,21.55,76.63,0.27,0.04,0.17,1004.45,26.4,73.53,null,null,0:0:0
-10.55,-1.57,-0.24,-27.18,23.73,74.69,0.47,-0.04,0.33,1004.49,26.4,73.19,null,null,0:0:0
-10.59,0.16,-0.59,-22.09,26.09,67.14,0.7,-0.04,-0.07,1004.48,26.4,73.28,null,null,0:0:0
-9.22,-0.78,-0.16,-21.91,25.91,62.86,0.67,-0.08,0.02,1004.46,26.4,73.44,null,null,0:0:0
-11.14,1.29,-0.24,-21.45,24,56.02,0.11,0.88,-0.3,1004.49,26.4,73.19,null,null,0:0:0
-9.22,-0.08,-1.06,-24.36,23.64,58.88,-0.67,0.53,-0.48,1004.48,26.4,73.28,null,null,0:0:0
-10.24,0.47,-0.94,-25.36,23.55,61.02,0.25,-0.71,0.19,1004.49,26.4,73.19,null,null,0:0:0
-9.49,-0.98,-1.73,-22.73,24.18,59.39,0.19,0.39,-0.2,1004.54,26.4,72.77,null,null,0:0:0
-9.61,0.12,-1.33,-21.73,25.27,63.57,-1.17,0.01,-0.09,1004.57,26.4,72.52,null,null,0:0:0
-10.79,-0.39,-0.82,-26,20.82,82.45,-1.78,0.02,0.13,1004.51,26.3,73.02,null,null,0:0:0
-9.3,0.94,-1.41,-29.64,11.36,94.08,-1.8,1.16,-1.07,1004.48,26.4,73.28,null,null,0:0:0
-9.77,-0.08,-2.12,-35.27,-7.91,100.51,-1.23,-0.34,-0.49,1004.47,26.4,73.36,null,null,0:0:0
-9.22,0.98,-0.59,-27.18,-23.45,107.65,-2.35,-0.92,0.26,1004.45,26.3,73.53,null,null,0:0:0
-9.34,1.33,-1.37,-25,-44.73,98.98,-2.79,-0.27,-0.07,1004.52,26.3,72.94,null,null,0:0:0
-10,0.27,-2.12,-21.82,-60.64,76.43,-1.59,-0.21,-0.31,1004.5,26.3,73.11,null,null,0:0:0
-9.69,-0.9,0.24,-19.82,-61.64,66.43,-0.47,-0.09,0.07,1004.43,26.3,73.69,null,null,0:0:0
-10.51,-0.04,-0.2,-20.27,-61.73,61.53,-0.93,0.35,-0.13,1004.5,26.3,73.11,null,null,0:0:0
-10.08,-0.12,-0.94,-15.64,-58.91,50.71,-0.79,-0.04,-0.12,1004.5,26.3,73.11,null,null,0:0:0
-8.94,-0.24,-1.77,-13.55,-55,42.14,-1.23,0.25,-0.31,1004.51,26.3,73.02,null,null,0:0:0
-10.12,-0.43,-1.88,-12.18,-42.36,30.1,-1.64,-0.2,-0.22,1004.49,26.3,73.19,null,null,0:0:0
-9.77,0.16,-1.73,-13.36,-31.64,25.61,-1.15,0.3,-0.27,1004.48,26.3,73.28,null,null,0:0:0
-9.06,-0.47,-2.08,-10.27,-20.45,23.06,-0.51,0.33,-0.26,1004.51,26.3,73.02,null,null,0:0:0
-9.26,-0.47,-2,-10.36,-17.09,23.06,-0.58,-0.24,-0.02,1004.43,26.4,73.69,null,null,0:0:0
-9.77,-0.59,-1.77,-13.55,-9.27,25.1,-1.09,-0.51,0.22,1004.45,26.4,73.53,null,null,0:0:0
-9.22,-0.59,-2.08,-16.64,2.55,29.08,-0.6,-0.26,-0.36,1004.48,26.4,73.28,null,null,0:0:0
-9.53,-0.67,-2,-20.45,6.36,33.27,-0.38,-0.19,0,1004.48,26.4,73.28,null,null,0:0:0
-9.41,-0.94,-1.57,-21.45,7.18,33.57,0.1,-0.08,0.1,1004.43,26.4,73.69,null,null,0:0:0
-9.41,-0.59,-1.49,-20.55,6.91,33.88,0.14,-0.07,0.04,1004.51,26.4,73.02,null,null,0:0:0
-9.77,-0.63,-1.65,-19.55,4.73,31.33,0.33,0.16,0.07,1004.52,26.4,72.94,null,null,0:0:0
-9.18,-0.67,-2.35,-17.73,0.09,28.57,0.8,0.01,0.22,1004.5,26.4,73.11,null,null,0:0:0
-9.41,-0.55,-1.92,-15.64,-8,25.41,1.07,0.04,0.32,1004.53,26.4,72.86,null,null,0:0:0
-9.73,-0.08,-2.2,-13,-21.27,23.98,1.18,-0.01,0.29,1004.52,26.4,72.94,null,null,0:0:0
-9.3,0.12,-1.77,-11.36,-36.09,26.84,1.31,0.15,0.24,1004.55,26.4,72.69,null,null,0:0:0
-9.65,-0.43,-1.61,-9.18,-46.27,32.14,1.16,0.14,0.18,1004.57,26.4,72.52,null,null,0:0:0
-10.16,-0.12,-2.12,-9.55,-55,40.41,1.08,0.13,0.06,1004.47,26.4,73.36,null,null,0:0:0
-9.61,-1.22,-1.84,-12.36,-61.73,52.65,0.8,-0.4,0.46,1004.5,26.4,73.11,null,null,0:0:0
-9.69,-1.18,-2.31,-15.55,-61.55,57.14,0.37,0.02,-0.27,1004.46,26.4,73.44,null,null,0:0:0
-8.75,-0.39,-1.84,-13.36,-63.18,61.02,0.13,0.05,0,1004.47,26.4,73.36,null,null,0:0:0
-8.59,-1.22,-1.33,-11.09,-63.82,61.12,-0.05,-0.22,-0.02,1004.46,26.4,73.44,null,null,0:0:0
-9.45,-0.78,-0.82,0,0,0,-0.08,-0.44,0.44,1004.45,26.4,73.53,null,null,0:0:0
-9.61,-0.59,-1.14,-15.64,-62.91,62.45,0.25,0.06,0.18,1004.48,26.4,73.28,null,null,0:0:0
-9.22,-0.35,-1.29,-19.09,-61.82,66.43,0.01,-0.12,0.33,1004.49,26.4,73.19,null,null,0:0:0
-9.18,0.12,-0.86,-18.55,-62.55,62.76,-0.56,-0.14,-0.25,1004.44,26.4,73.61,null,null,0:0:0
-9.69,-0.9,-2.16,-10.27,-62.82,54.39,-1.01,-0.24,-0.33,1004.53,26.4,72.86,null,null,0:0:0
-10.04,-0.78,-2.28,-7.27,-57,41.43,-1.05,0.06,-0.02,1004.52,26.4,72.94,null,null,0:0:0
-10.36,-0.82,-1.73,-6.82,-46,30.41,-1.42,-0.08,-0.38,1004.52,26.4,72.94,null,null,0:0:0
-8.94,-0.55,-1.1,-4.91,-32.91,22.96,-1.84,-0.52,-0.12,1004.46,26.4,73.44,null,null,0:0:0
-8.9,-0.51,-2.98,-11.91,-8,19.8,-2.44,-0.5,-0.09,1004.51,26.4,73.02,null,null,0:0:0
-8.98,-0.24,-2.04,-17.45,20.36,33.67,-2.03,-0.26,-0.1,1004.54,26.4,72.77,null,null,0:0:0
-10.63,0.16,-1.41,-24,29.91,49.69,-1.64,-0.59,0.02,1004.5,26.4,73.11,null,null,0:0:0
-8.83,0.27,-1.92,-27.91,32.45,76.43,-1.84,-0.28,-0.14,1004.46,26.4,73.44,null,null,0:0:0
-9.92,-0.12,-2.71,-35.45,24.27,92.65,-0.33,-0.33,0.1,1004.5,26.4,73.11,null,null,0:0:0
-8.24,1.45,-1.69,-33.91,27,92.04,0.43,-0.01,0.24,1004.45,26.3,73.53,null,null,0:0:0
-9.49,-1.53,-1.61,-38.18,26,90.2,-0.18,-0.03,-0.22,1004.51,26.3,73.02,null,null,0:0:0
-7.92,-0.08,-0.59,-43.73,17.36,97.65,-0.14,-0.18,0.05,1004.49,26.4,73.19,null,null,0:0:0
-11.85,1.29,-2.24,-43.55,18,96.02,0.65,-0.01,0.48,1004.45,26.4,73.53,null,null,0:0:0
-11.41,0.27,-2.12,-44.27,11.36,93.78,0.74,-0.33,0.87,1004.53,26.4,72.86,null,null,0:0:0
-7.45,-0.9,-1.33,-41.64,16.91,86.43,0.43,-0.26,0.52,1004.49,26.4,73.19,null,null,0:0:0
-10.59,-0.27,-1.14,-38,15.09,86.53,-0.51,-0.36,0.02,1004.48,26.4,73.28,null,null,0:0:0
-9.34,0.71,-2.2,-39.09,6.91,89.18,-0.95,0.32,-0.42,1004.48,26.4,73.28,null,null,0:0:0
-9.57,0.35,-2.35,-35.36,-0.18,90.2,0.26,-0.27,0.32,1004.51,26.4,73.02,null,null,0:0:0
-8.43,-0.82,-2.08,-20.64,5,82.65,0.22,0.16,-0.56,1004.49,26.3,73.19,null,null,0:0:0
-7.57,-1.29,-0.24,-11.82,15.64,69.8,0.3,-0.29,-0.01,1004.51,26.3,73.02,null,null,0:0:0
-13.3,2.9,0.98,-11.36,15.36,69.29,-0.24,0.12,0.12,1004.52,26.3,72.94,null,null,0:0:0
-12.98,2.59,-1.61,-18,17.64,81.53,0.35,1.03,0.76,1004.48,26.3,73.28,null,null,0:0:0
-8,-1.37,-1.41,-3.82,18.55,79.29,0.94,0.15,0.16,1004.37,26.3,74.2,null,null,0:0:0
-7.85,0.78,-0.78,2.55,9.45,56.43,1.28,-0.33,0.1,1004.47,26.3,73.36,null,null,0:0:0
-10.71,0.12,0.51,1.36,-42.18,58.78,0.7,0.08,-0.08,1004.39,26.3,74.03,null,null,0:0:0
-11.1,0.55,-0.47,-9,-56.55,56.84,-0.69,0.32,-0.51,1004.38,26.3,74.11,null,null,0:0:0
-10.24,1.45,0.86,-19.82,-60.82,58.37,0.68,0.45,0.86,1004.34,26.3,74.45,null,null,0:0:0
-7.1,4,-1.57,-31.36,-62.45,47.04,0.35,0.72,-0.12,1004.3,26.2,74.78,null,null,0:0:0
-12.32,3.41,0.43,-29.82,-66.91,42.65,-0.16,-0.86,-0.4,1004.32,26.3,74.62,null,null,0:0:0
-7.37,0.2,-3.84,-31.18,-68.91,42.35,0.12,0.67,-0.31,1004.3,26.2,74.78,null,null,0:0:0
-8.83,-0.51,-3.61,-26,-55.91,25.82,0.57,0.33,-0.36,1004.23,26.2,75.37,null,null,0:0:0
-8.83,-0.51,-3.61,-26,-55.91,25.82,0.57,0.33,-0.36,1004.23,26.2,75.37,null,null,-8.67,-0.59,-0.16,-24.82,-61.18,30.61,0.82,-0.32,-0.06,1004.19,26.2,75.71,null,null,0:0:0
-9.69,-0.04,-2.35,-25.27,-57.82,29.49,-0.67,-0.29,-0.35,1004.11,26.2,76.38,null,null,0:0:0
-6.04,-0.35,-0.43,-22.55,-52.91,28.16,0.36,-0.89,0.24,1004.07,26.2,76.71,null,null,0:0:0
-13.06,-0.27,0.12,-29.91,-49.82,36.84,0.66,-0.2,0.98,1004.16,26.2,75.96,null,null,0:0:0
-14.79,2.63,-1.14,-23.64,-43.64,65,1.03,0.26,0.07,1004.15,26.3,76.04,null,null,0:0:0
-10.98,-0.12,-0.24,-22.45,-25,77.86,1.22,0.29,-0.14,1004.11,26.3,76.38,null,null,0:0:0
-8.39,-0.59,-1.8,-25.82,-9.45,76.53,1.94,0.11,0.09,1004.09,26.3,76.54,null,null,0:0:0
-7.53,-0.55,-0.86,-41.09,7.36,68.27,0.05,-0.2,-0.51,1004.09,26.3,76.54,null,null,0:0:0
-10.43,0.9,-0.98,-41.73,10.91,63.57,1.3,-0.3,1.08,1004.09,26.3,76.54,null,null,0:0:0
-6.9,-0.94,0.12,-39.09,12.45,52.96,0.46,-0.15,0.19,1004.05,26.3,76.88,null,null,0:0:0
-13.06,1.49,-1.92,-36.18,15.18,44.69,-0.65,0.5,-0.46,1004.09,26.3,76.54,null,null,0:0:0
-6.39,0.9,-0.98,-40,19.45,53.16,-0.87,-0.25,-0.43,1004.11,26.3,76.38,null,null,0:0:0
-11.18,1.57,-2.43,-39.55,22.18,54.49,0.82,-0.12,1.14,1004.05,26.3,76.88,null,null,0:0:0
-7.61,0.63,-0.71,-30.55,22.18,39.29,0.58,-0.15,-0.25,1004.04,26.3,76.96,null,null,0:0:0
-11.73,2.75,-0.31,-34.73,19.91,36.22,-0.68,-0.04,-0.18,1004.07,26.2,76.71,null,null,0:0:0
-7.22,0.24,-1.18,-35.64,23.73,45.31,-0.75,-0.1,-0.07,1004.03,26.2,77.05,null,null,0:0:0
-10.9,4,-2.94,-25.27,30.55,45.82,1.19,-0.38,0.91,1004,26.3,77.3,null,null,0:0:0
-9.41,-0.31,-0.51,-23.91,23.82,33.78,0.44,-0.14,-0.46,1003.96,26.2,77.64,null,null,0:0:0
-8.98,0.24,-0.78,-25.36,29.55,50.51,-0.21,-0.41,-0.14,1003.98,26.2,77.47,null,null,0:0:0
-8.87,-0.67,-0.43,-7.64,24.82,35.31,0.33,-0.14,0.08,1003.96,26.2,77.64,null,null,0:0:0
-8.36,-0.35,-2.67,-7.18,34.18,62.45,-1.73,0.24,-0.17,1003.96,26.2,77.64,null,null,0:0:0
-8.59,2.39,-1.8,2.82,34.27,67.45,0.95,-0.41,1,1003.86,26.2,78.48,null,null,0:0:0
-9.85,2.16,-1.96,5.73,27.91,92.55,1.05,-0.56,0.99,1003.88,26.2,78.31,null,null,0:0:0
-14.28,5.33,-0.94,14.64,31.91,81.53,0.36,0.76,-0.42,1003.87,26.2,78.39,null,null,0:0:0
-6.24,0,-0.86,5.36,30.91,84.29,0.53,-0.19,-1.03,1003.81,26.2,78.89,null,null,0:0:0
-9.89,0.51,-0.71,-4.27,30,80.41,0.74,-0.06,0.26,1003.82,26.2,78.81,null,null,0:0:0
-8.04,0.63,-1.84,2.73,30.55,71.94,0.99,-0.18,-0.1,1003.81,26.2,78.89,null,null,0:0:0
-10.47,0.71,-0.31,-0.73,25.45,53.16,0.35,-0.35,0.36,1003.89,26.2,78.22,null,null,0:0:0
-8.04,0.27,-1.22,-6.18,18.91,48.47,1.19,-0.12,-0.17,1003.93,26.2,77.89,null,null,0:0:0
-11.77,6.63,-0.12,-3.82,6.27,37.04,2.15,-0.3,1.44,1003.88,26.2,78.31,null,null,0:0:0
-7.49,0.27,-0.94,-5,-9.64,32.45,1.77,-0.31,-0.12,1003.81,26.2,78.89,null,null,0:0:0
-11.3,-1.49,-0.12,-3.18,-29.36,32.04,0.13,-1.18,1.06,1003.93,26.2,77.89,null,null,0:0:0
-8.9,1.53,-0.27,-8.82,-35,27.55,0.11,0.63,-0.95,1003.86,26.2,78.48,null,null,0:0:0
-11.81,1.8,0.43,4.55,-70.64,26.73,0.99,-0.02,-0.19,1003.85,26.2,78.56,null,null,0:0:0
-9.34,2,0.9,5.55,-72.09,22.96,-0.67,0.37,-0.28,1003.82,26.2,78.81,null,null,0:0:0
-9.22,1.37,-0.63,23.64,-65,17.24,0.55,-0.04,0.26,1003.76,26.2,79.31,null,null,0:0:0
-8.67,1.22,-0.16,21.55,-79.91,32.86,1.48,-0.6,0.8,1003.79,26.2,79.06,null,null,0:0:0
-12.08,2.55,1.41,21,-87.36,45.92,0.48,0.39,-0.57,1003.83,26.2,78.73,null,null,0:0:0
-7.37,1.14,-0.67,34.36,-82.82,42.14,-1.03,0.07,0.08,1003.75,26.2,79.4,null,null,0:0:0
-8.87,1.22,-1.26,33.18,-81.73,38.37,0.73,0.02,0.74,1003.81,26.2,78.89,null,null,0:0:0
-11.92,2.31,0.2,34.64,-84,42.04,0.25,0.12,-0.27,1003.84,26.2,78.64,null,null,0:0:0
-7.57,1.1,-0.12,46.55,-73.64,33.16,-0.75,-0.08,-0.41,1003.73,26.2,79.56,null,null,0:0:0
-8.59,1.02,0.98,50.73,-61,22.14,0.03,0.01,0.16,1003.69,26.2,79.9,null,null,0:0:0
-7.65,-0.39,-0.9,45.27,-70.18,29.08,0.12,-0.49,-0.29,1003.64,26.2,80.32,null,null,0:0:0
-7.34,-0.59,-0.39,54.27,-59.36,28.16,-0.7,-0.89,0.22,1003.68,26.2,79.98,null,null,0:0:0
-13.42,1.49,-2.08,49.91,-48.64,20.1,-0.08,0.39,0.5,1003.67,26.2,80.07,null,null,0:0:0
-6.16,0.04,-1.06,43.73,-59.73,25.2,0.83,-0.26,0.46,1003.66,26.2,80.15,null,null,0:0:0
-13.14,-0.24,-1.41,43.18,-63,28.78,-0.34,-0.66,0.44,1003.66,26.2,80.15,null,null,0:0:0
-7.1,-0.43,-1.73,43.09,-50.82,18.27,-1.03,-0.05,-0.29,1003.63,26.2,80.4,null,null,0:0:0
-11.3,3.06,-1.02,34.73,-44,11.84,0.67,0.08,0.59,1003.58,26.2,80.82,null,null,0:0:0
-6.47,0.04,-0.94,31.27,-63.91,21.73,0.73,-0.27,-0.05,1003.64,26.2,80.32,null,null,0:0:0
-6.71,0.31,-1.92,38.73,-56.64,19.08,-0.53,-0.07,-0.77,1003.65,26.2,80.24,null,null,0:0:0
-12.59,2,-0.35,32.82,-53.36,18.67,1.06,-0.18,1.39,1003.61,26.2,80.57,null,null,0:0:0
-6.83,0.2,-1.26,28.18,-65.45,29.29,0.48,-0.37,-0.06,1003.55,26.2,81.08,null,null,0:0:0
-15.77,-0.86,-2.39,28.64,-66.64,35.71,-0.15,1.49,-1.82,1003.58,26.2,80.82,null,null,0:0:0
-7.37,-2.75,-1.57,47.55,-61.27,55.31,0.94,-0.26,-0.05,1003.54,26.2,81.16,null,null,0:0:0
-9.06,-0.59,-1.53,40.82,-53.45,92.55,2.17,0.16,-0.36,1003.56,26.2,80.99,null,null,0:0:0
-14.44,-1.29,-1.26,40.09,-39.09,103.47,0.84,0.96,-0.49,1003.58,26.2,80.82,null,null,0:0:0
-9.3,-0.43,-2.39,35.82,-25.09,114.69,0.84,0.37,-0.52,1003.5,26.2,81.5,null,null,0:0:0
-7.81,0.43,-0.59,34.82,17.73,114.18,1.34,-0.25,0.21,1003.51,26.2,81.41,null,null,0:0:0
-11.1,-0.35,-0.08,31.73,27.82,109.9,0.12,-1.17,0.92,1003.59,26.2,80.74,null,null,0:0:0
-8.67,0.39,-1.65,31.91,27.36,119.18,-0.42,0.14,-0.58,1003.54,26.2,81.16,null,null,0:0:0
-6.24,0.24,-0.86,30.82,34.82,122.35,1.2,-0.45,0.56,1003.55,26.2,81.08,null,null,0:0:0
-7.96,1.77,0.16,35.45,39.45,126.84,-1.4,0.38,-0.33,1003.56,26.2,80.99,null,null,0:0:0
-7.18,-0.08,-0.12,45,46.09,134.59,0.67,-0.49,0.12,1003.56,26.2,80.99,null,null,0:0:0
-6.39,-0.12,-1.33,22.45,41.55,159.49,-0.86,-0.48,-0.32,1003.51,26.2,81.41,null,null,0:0:0
-10.75,1.18,-2.98,12.55,34.55,166.53,0.72,-0.01,1.2,1003.52,26.2,81.33,null,null,0:0:0
-12.47,1.45,-1.96,15.45,55.36,165,-0.89,-0.31,-0.74,1003.44,26.2,82,null,null,0:0:0
-13.34,0.71,-2.28,-3.18,4.55,180.41,0.72,0.44,1.13,1003.42,26.2,82.17,null,null,0:0:0
-6.67,-0.75,-0.9,-9.27,17.91,178.06,0.63,-0.32,-0.07,1003.39,26.2,82.42,null,null,0:0:0
-15.34,3.14,0.59,-20.27,-1.18,165.51,-0.25,-0.28,0.22,1003.36,26.2,82.67,null,null,0:0:0
-5.81,0.27,-1.26,-18.09,-33.82,154.59,-1.18,-0.01,-0.61,1003.3,26.2,83.17,null,null,0:0:0
-8.43,0.43,-2.24,-12.64,-24,148.78,1.17,-0.01,0.46,1003.35,26.2,82.75,null,null,0:0:0
-10.59,0.59,0.08,22,-14.82,142.45,0.79,-0.93,0.72,1003.35,26.2,82.75,null,null,0:0:0
-10.04,2.16,-2.39,6.64,-4.82,76.94,1.57,-0.53,0.62,1003.32,26.2,83,null,null,0:0:0
-13.38,-0.27,-2.12,-13.73,-26.73,71.94,0.34,0.6,0.51,1003.32,26.1,83,null,null,0:0:0
-7.85,0.67,-1.69,-26.09,-27.64,68.67,1.36,-0.29,0.45,1003.3,26.1,83.17,null,null,0:0:0
-9.45,2.71,0.12,-42.64,-28.73,69.8,-1.28,0.06,-0.7,1003.24,26.1,83.68,null,null,0:0:0
-5.53,1.33,-0.35,-46.64,-36.64,58.78,-0.2,0.35,-0.38,1003.33,26.1,82.92,null,null,0:0:0
-16.12,1.45,-2.16,-47.27,-40.64,52.86,-0.05,1.37,0.61,1003.25,26.1,83.59,null,null,0:0:0
-6.79,-0.71,-1.77,-48.91,-40.09,45.61,0.74,-0.77,0.14,1003.3,26.1,83.17,null,null,0:0:0
-11.53,0.51,-0.63,-51.09,-49.73,51.22,-0.12,-0.3,-0.46,1003.3,26.1,83.17,null,null,0:0:0
-9.41,3.06,0.39,-55.09,-49.64,50.2,-0.67,-0.29,-0.03,1003.22,26.1,83.84,null,null,0:0:0
-6.63,0.16,0.27,-45.09,-59.55,44.8,0.13,0.04,-0.32,1003.15,26.1,84.43,null,null,0:0:0
-14.04,3.37,-0.47,-33.27,-77.91,48.06,-0.98,0.26,-0.31,1003.08,26.1,85.02,null,null,0:0:0
-7.77,-0.35,-1.37,-22.91,-70.64,29.18,-1.07,0.14,-0.85,1003.09,26.1,84.94,null,null,0:0:0
-11.22,3.1,-0.59,-30.09,-72.73,45.51,0.67,0.02,-0.21,1003.01,26.1,85.61,null,null,0:0:0
-8.9,2.59,-1.84,-21.73,-70.09,41.22,-0.42,-0.02,-0.34,1003.07,26.1,85.11,null,null,0:0:0
-12.36,2.39,-3.06,-12,-66.36,44.9,0.16,0.35,-0.25,1003.08,26.1,85.02,null,null,0:0:0
-8.04,-0.94,-2.75,0.64,-68.09,51.22,0.52,0.17,-0.02,1003.05,26.1,85.27,null,null,0:0:0
-7.34,-0.82,-1.77,-5.64,-69.27,59.39,0.73,-0.17,0.17,1003.07,26.1,85.11,null,null,0:0:0
-9.85,-1.53,-1.26,-7.91,-69,66.33,0.11,-0.01,0.2,1003.06,26.1,85.19,null,null,0:0:0
-10.2,-0.75,-2.43,-7.82,-67.91,63.16,-0.85,-0.46,0.03,1003.02,26.1,85.52,null,null,0:0:0
-9.1,-1.49,-2.59,-2.27,-65.73,54.49,-0.35,-0.18,-0.2,1003.01,26.1,85.61,null,null,0:0:0
-9.53,-1.1,-1.45,-1.55,-65.09,55.61,0.38,0.05,0.13,1003.04,26.1,85.36,null,null,0:0:0
-8.79,0.67,-1.14,-3.18,-64,58.27,-0.37,-0.32,0.35,1003.02,26.1,85.52,null,null,0:0:0
-10.4,1.69,-3.69,-3.82,-59,47.45,-1.6,0.1,-0.51,1003.03,26.1,85.44,null,null,0:0:0
-11.06,0.67,-1.49,-2.09,-48.18,34.29,-0.99,0.38,-0.39,1003.01,26.1,85.61,null,null,0:0:0
-9.77,-0.55,-0.43,0.18,-48.91,35.51,0.22,-0.5,0.75,1002.98,26.1,85.86,null,null,0:0:0
-10.16,-0.63,-1.49,-6.27,-47.18,35.1,-0.46,0.03,-0.09,1002.96,26.1,86.03,null,null,0:0:0
-9.3,0,-0.78,-2.36,-47.73,35.31,0.35,-0.11,-0.03,1002.99,26.1,85.78,null,null,0:0:0
-9.85,-0.16,-0.94,-3.82,-49.55,36.43,0.01,-0.01,0.01,1002.98,26.1,85.86,null,null,0:0:0
