Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-9.57,-1.73,-3.1,-41.82,-36.82,115.2,0.15,-0.17,1.54,1003.87,26.1,78.39,null,null,0:0:0
-7.57,-0.04,-2.08,-38.27,-21,110.82,1.69,0.13,0.57,1003.89,26.1,78.22,null,null,0:0:0
-8.79,-0.67,-2.55,-26.45,-13.55,97.55,0.25,0.28,0.84,1003.79,26.1,79.06,null,null,0:0:0
-9.18,-0.39,-2.79,-12.55,-26.09,56.33,1.44,-0.23,0.57,1003.89,26.1,78.22,null,null,0:0:0
-9.57,-1.18,-2.86,-13.73,-37.27,46.73,1.7,-0.44,0.47,1003.86,26.1,78.48,null,null,0:0:0
-9.69,-0.94,-2.51,-59.36,-84.91,46.53,-0.04,-0.12,-0.62,1003.76,26,79.31,null,null,0:0:0
-12.24,-1.37,-3.1,-73.36,-101,42.55,0.11,-0.84,1.03,1003.78,26,79.14,null,null,0:0:0
-10.36,-1.1,-3.14,-84.36,-112.27,64.39,-0.04,-0.1,0.01,1003.77,26,79.23,null,null,0:0:0
-8.75,-1.06,-2.67,-77.64,-119.18,64.69,-0.46,-0.33,-0.5,1003.79,26,79.06,null,null,0:0:0
-9.45,-1.26,-2.67,-49.91,-119.45,40.92,0.4,0.27,0.07,1003.83,26,78.73,null,null,0:0:0
-9.69,-1.65,-3.1,-22.36,-103.82,61.73,-0.23,-0.44,0.37,1003.74,26,79.48,null,null,0:0:0
-9.41,-0.63,-2.51,-22,-92.27,52.76,-0.55,0.33,0.05,1003.69,26,79.9,null,null,0:0:0
-9.38,-0.59,-2.94,13.91,-85.91,52.24,0.5,-0.02,0.06,1003.7,26,79.82,null,null,0:0:0
-11.06,-1.77,-3.33,20.82,-80.18,48.78,-0.46,-0.55,1.12,1003.64,26,80.32,null,null,0:0:0
-8.43,-0.59,-2.24,18.45,-68.09,31.84,0.05,0.34,-0.13,1003.68,26,79.98,null,null,0:0:0
-8.79,-0.98,-2.71,31.91,-61.27,32.45,0.6,0.37,-0.71,1003.72,26,79.65,null,null,0:0:0
-8.79,-0.98,-2.71,31.91,-61.27,32.45,0.6,0.37,-0.71,1003.72,26,79.65,null,null,-9.38,-0.98,-2.63,1.45,-78.73,120.82,1.64,0.32,0.72,1003.62,26,80.49,null,null,0:0:0
-10.4,-1.45,-3.26,-17.64,-52.09,135.71,1.6,0.12,1.03,1003.57,25.9,80.91,null,null,0:0:0
-9.41,-1.02,-3.06,-8.27,-25.82,151.02,-0.66,0.09,-0.21,1003.65,25.9,80.24,null,null,0:0:0
-8.59,-1.06,-2.82,-0.82,-15,157.45,1.18,0.52,-0.06,1003.57,25.9,80.91,null,null,0:0:0
-10.87,-1.45,-2.98,-0.73,12.36,152.04,0.52,-0.21,0.91,1003.57,25.9,80.91,null,null,0:0:0
-8.28,-0.39,-2.43,16,11.27,148.47,-0.47,0.25,0.16,1003.55,25.9,81.08,null,null,0:0:0
-10.63,-1.88,-3.18,20.45,-17.73,150.31,-0.37,-0.7,0.79,1003.53,25.9,81.24,null,null,0:0:0
-8.55,-0.47,-2.24,33.45,-17.82,146.53,1.46,0.54,0.19,1003.55,25.9,81.08,null,null,0:0:0
-8.36,-1.02,-2.86,11,34.36,128.98,-0.29,0.11,0.68,1003.52,25.9,81.33,null,null,0:0:0
-10.04,-1.22,-2.71,28.64,14.55,133.88,-1.72,-0.8,-0.09,1003.55,25.9,81.08,null,null,0:0:0
-8.87,-0.94,-2.67,35.36,-23.18,132.96,-1.21,0.34,-0.44,1003.51,25.9,81.41,null,null,0:0:0
-10.75,-1.41,-3.1,27.91,-36.45,130.51,0.5,-0.01,0.44,1003.5,25.9,81.5,null,null,0:0:0
-9.92,-1.65,-2.98,16.82,-1,131.12,0.53,-0.37,0.51,1003.49,25.9,81.58,null,null,0:0:0
-10.83,-0.2,-2.79,26.27,-10.45,129.08,-0.7,0.51,0.09,1003.51,25.9,81.41,null,null,0:0:0
-8.32,-0.9,-2.43,10.27,-27,129.49,-0.31,-0.35,0.47,1003.48,25.9,81.66,null,null,0:0:0
-9.92,-0.94,-3.18,14.36,-28.82,128.16,0.68,-0.58,0.23,1003.4,25.9,82.33,null,null,0:0:0
-10.9,-1.14,-2.98,12.45,-21.18,128.47,0.47,0.93,0.45,1003.48,25.9,81.66,null,null,0:0:0
-9.26,-1.22,-2.86,-9.36,-22.55,135.51,-0.79,-0.17,-0.23,1003.4,25.9,82.33,null,null,0:0:0
-9.77,-1.06,-2.16,0.45,-48.36,132.14,-0.54,-0.2,0.42,1003.44,25.9,82,null,null,0:0:0
-8.08,-1.14,-2.43,-2,-48.64,129.29,1.2,0.5,0.04,1003.45,25.9,81.91,null,null,0:0:0
-9.69,-0.27,-2.51,-3.91,-23.82,127.65,1.73,-0.54,0.78,1003.38,25.9,82.5,null,null,0:0:0
-7.96,-0.86,-2.35,-4.91,-1.64,117.76,1.54,0.79,0.32,1003.36,25.9,82.67,null,null,0:0:0
-11.89,-1.14,-2.67,5.82,-9.55,94.8,0.77,-0.03,0.06,1003.4,25.9,82.33,null,null,0:0:0
-8.32,-0.9,-2.67,16.64,-12.09,66.53,0.76,0.38,0.98,1003.33,25.9,82.92,null,null,0:0:0
-9.02,-0.35,-2.79,28.64,-10.36,47.86,0.92,0.19,0.74,1003.38,25.9,82.5,null,null,0:0:0
-10.87,-0.9,-3.33,41.45,-22.36,22.55,1,-0.2,-0.11,1003.4,25.9,82.33,null,null,0:0:0
-10.67,-0.63,-2.71,40.64,-29.82,17.65,1.21,-0.6,-0.37,1003.36,25.9,82.67,null,null,0:0:0
-8.04,-0.31,-2.51,57.73,-44.27,26.22,0.68,-0.12,0.16,1003.26,25.9,83.51,null,null,0:0:0
-12.2,-1.69,-3.73,56.36,-44.64,23.57,-0.32,-0.49,0.58,1003.34,25.9,82.84,null,null,0:0:0
-6.71,-0.04,-1.88,45.73,-41,10.2,-0.52,0.24,0.02,1003.25,25.9,83.59,null,null,0:0:0
-8.36,-0.43,-2.9,58.27,-45.73,4.69,0.92,0.4,0.34,1003.26,25.9,83.51,null,null,0:0:0
-8.12,-0.59,-2.63,68.45,-50.27,9.18,0.37,-0.39,-0.87,1003.19,25.9,84.1,null,null,0:0:0
-10.08,-0.98,-2.59,58.09,15.64,-13.57,0.62,0.07,0.03,1003.21,25.9,83.93,null,null,0:0:0
-8.51,-0.47,-2.55,63.55,20.09,-14.29,-0.07,0.46,-0.22,1003.18,25.9,84.18,null,null,0:0:0
-9.53,-1.02,-2.47,58.64,38.73,-11.33,-0.36,-0.25,-0.26,1003.25,25.9,83.59,null,null,0:0:0
-10.67,-1.22,-2.43,45.45,54.73,-9.9,-0.07,-0.95,0.33,1003.18,25.9,84.18,null,null,0:0:0
-9.81,-1.53,-2.43,33.82,60,-14.18,0.65,0.51,-0.13,1003.19,25.9,84.1,null,null,0:0:0
-9.22,-1.14,-3.02,39.82,46.91,-24.18,1.25,0.32,-0.09,1003.17,25.9,84.26,null,null,0:0:0
-9.26,-0.98,-2.47,36.18,21.73,-35.71,0.64,-0.2,0.72,1003.17,25.9,84.26,null,null,0:0:0
-11.1,-0.86,-2.43,35.82,46.09,4.18,-1.19,-0.11,-0.7,1003.09,25.9,84.94,null,null,0:0:0
-7.26,-0.63,-2.35,33.18,59.18,28.57,-0.9,-0.59,-0.11,1003.06,25.9,85.19,null,null,0:0:0
-9.69,-1.02,-2.55,68,-9.82,11.63,2.21,0.75,-0.03,1003.11,25.9,84.77,null,null,0:0:0
-8.75,-0.39,-2.2,59.18,-13.18,26.73,-1.16,-0.6,-0.68,1003.1,25.9,84.85,null,null,0:0:0
-10,-0.78,-2.9,46,-24.73,61.73,2.22,0.45,1.32,1003.07,25.9,85.11,null,null,0:0:0
-9.22,-0.35,-2.59,21.55,-19.36,47.96,-1.15,-0.28,-0.75,1003.05,25.9,85.27,null,null,0:0:0
-8.36,-0.47,-2.47,-28.73,-7.27,54.49,1.48,0.3,0.08,1003.02,25.9,85.52,null,null,0:0:0
-10.32,-0.94,-3.1,-38.36,-12.09,52.96,1.08,-0.25,0.77,1003,25.9,85.69,null,null,0:0:0
-8.24,-0.78,-2.24,-46.36,-12.09,55.51,0.52,0.24,-0.23,1003.07,25.9,85.11,null,null,0:0:0
-10.08,-0.82,-2.75,-50,-13.09,53.98,-0.54,-0.13,0.21,1003.05,25.8,85.27,null,null,0:0:0
-8.59,-0.43,-2.43,-57.82,-14.73,63.16,-1.22,-0.23,-0.64,1003.02,25.8,85.52,null,null,0:0:0
-9.85,-1.14,-2.82,-63.36,-27.36,69.59,-1.17,-0.45,-0.45,1003,25.9,85.69,null,null,0:0:0
-10,-0.9,-2.59,-65.36,-29,75.71,0.61,0.16,0.7,1002.98,25.9,85.86,null,null,0:0:0
-9.85,-0.35,-2.67,-72.27,-7.27,69.69,0.94,0.11,0.49,1003.03,25.8,85.44,null,null,0:0:0
-8.47,-0.2,-2.39,-74.18,-0.09,70.61,-0.73,-0.23,-0.32,1002.99,25.9,85.78,null,null,0:0:0
-10.55,-0.12,-2.75,-77.73,-3.45,88.78,-2.13,-0.3,0.25,1002.91,25.9,86.45,null,null,0:0:0
-12.71,-0.51,-4.04,-62.73,-15.09,118.06,0.29,-0.3,0.84,1002.86,25.8,86.87,null,null,0:0:0
-6.39,-0.51,-1.77,-56.91,2.27,114.8,1.07,0.04,-0.14,1002.86,25.9,86.87,null,null,0:0:0
-8.24,-0.27,-2.43,-59,10.82,109.39,-0.72,-0.23,-0.2,1002.86,25.9,86.87,null,null,0:0:0
-9.41,-0.75,-3.1,-59.55,-4.55,117.76,-1.13,-0.2,-0.08,1002.89,25.9,86.61,null,null,0:0:0
-10.12,-0.78,-2.51,-55.36,-15.64,122.45,-0.31,0.58,0.37,1002.88,25.9,86.7,null,null,0:0:0
-8.36,-0.63,-2.63,-61.36,-12.09,115.1,1.09,0.21,-0.52,1002.84,25.9,87.03,null,null,0:0:0
-11.73,-1.22,-3.3,-54,-0.82,114.8,0.45,-1.13,0.8,1002.85,25.9,86.95,null,null,0:0:0
-7.92,-0.08,-2.39,-29.73,6.18,119.18,-0.57,-0.24,0.67,1002.81,25.9,87.29,null,null,0:0:0
-8.83,-0.16,-2.2,-31.73,-2.45,120,-0.66,1.32,-0.73,1002.84,25.9,87.03,null,null,0:0:0
-8.83,-0.55,-2.79,-53,-16.64,106.43,0.48,-1.33,1.24,1002.85,25.9,86.95,null,null,0:0:0
-10.28,0.08,-2.39,-31.09,1,112.24,1.68,-0.72,0.39,1002.8,25.9,87.37,null,null,0:0:0
-8.28,-0.43,-2.04,-29.36,15.45,98.98,0.94,-0.02,-1.17,1002.83,25.9,87.12,null,null,0:0:0
-8.63,-0.94,-2.31,-24.55,12.09,103.16,-0.82,-0.99,0.35,1002.84,25.9,87.03,null,null,0:0:0
-9.81,-0.51,-2.35,-22.27,11.55,107.86,0.43,0.97,-0.79,1002.91,25.9,86.45,null,null,0:0:0
-9.69,-2.04,-2.67,-44.55,15.18,96.84,1.56,-0.93,-0.34,1002.87,25.9,86.78,null,null,0:0:0
-10.59,-0.59,-2.75,-24.36,37.18,91.53,0.15,1.2,1.88,1002.87,25.9,86.78,null,null,0:0:0
-10.79,-0.86,-3.45,-27.18,41.09,84.39,0.36,-0.01,-1.27,1002.92,25.9,86.36,null,null,0:0:0
-8.43,-0.86,-2.47,-46.73,29.64,87.04,-0.48,-0.62,-0.56,1002.84,25.9,87.03,null,null,0:0:0
-10.24,-0.98,-2.63,-35.55,25.18,105.41,-0.85,-0.73,0.77,1002.88,25.9,86.7,null,null,0:0:0
-9.26,-0.47,-2.35,-25.64,26.91,109.29,0.41,0.84,0.51,1002.97,25.9,85.94,null,null,0:0:0
-9.34,-1.06,-2.79,-40,32.09,92.14,1.1,0.17,-0.71,1002.89,25.9,86.61,null,null,0:0:0
-9.53,-0.98,-2.71,-43.73,33.82,83.16,-0.01,-0.38,0.55,1002.88,25.9,86.7,null,null,0:0:0
-10.32,-0.51,-2.59,-27.82,37.55,93.98,-0.54,-0.44,0.29,1002.82,25.9,87.2,null,null,0:0:0
-8.94,-1.02,-2.39,-31.91,33.09,97.04,0.03,0.27,-0.54,1002.9,25.9,86.53,null,null,0:0:0
-9.69,-1.02,-2.82,-44.18,30.45,88.88,0.5,0.48,0.12,1002.88,25.9,86.7,null,null,0:0:0
-9.85,-1.18,-2.59,-40.27,37.64,80.41,0.45,-0.56,0.72,1002.92,25.9,86.36,null,null,0:0:0
-9.38,-0.78,-2.43,-29.36,42.55,80.41,-0.34,0.39,0.15,1002.88,25.9,86.7,null,null,0:0:0
-8.87,-0.59,-2.71,-35.18,38.45,84.8,-0.14,-0.48,-0.93,1002.88,25.9,86.7,null,null,0:0:0
-9.73,-1.18,-2.31,-40.18,32.36,93.88,-0.76,0,0.59,1002.92,25.9,86.36,null,null,0:0:0
-9.22,-0.55,-2.75,-30.09,34.82,98.47,0.08,0.32,0.6,1002.88,25.9,86.7,null,null,0:0:0
-9.92,-0.98,-2.9,-34.18,37.36,89.49,1.07,-0.51,-0.96,1002.91,25.9,86.45,null,null,0:0:0
-9.69,-0.86,-2.39,-40,36.91,80.92,0.05,0.39,0.48,1002.93,25.9,86.28,null,null,0:0:0
-8.94,-0.59,-2.86,-35,40.27,78.16,0.17,-0.4,0.12,1002.89,25.9,86.61,null,null,0:0:0
-9.65,-0.94,-2.2,-33.18,40.64,82.14,-0.52,0.06,0.03,1002.88,25.9,86.7,null,null,0:0:0
-8.83,-0.75,-2.39,-34.27,36.18,90.82,-0.65,0.24,-0.2,1002.89,25.9,86.61,null,null,0:0:0
-9.3,-0.94,-2.59,-37.91,31.64,94.49,0.04,-0.21,-0.05,1002.89,25.9,86.61,null,null,0:0:0
-9.73,-0.94,-2.43,-34.27,34.73,92.76,0.66,-0.27,0.24,1002.91,25.9,86.45,null,null,0:0:0
-9.3,-1.06,-2.28,-32.55,39.64,82.24,0.44,0.54,0.1,1002.85,25.9,86.95,null,null,0:0:0
-9.69,-1.02,-2.59,-34.82,40.45,77.04,-0.2,-0.09,-0.15,1002.85,25.9,86.95,null,null,0:0:0
-9.41,-0.94,-2.31,-35.91,37.82,84.59,-0.9,-0.13,0.07,1002.84,25.9,87.03,null,null,0:0:0
-8.98,-0.86,-2.43,-36.64,30.91,96.33,-0.37,-0.22,-0.24,1002.95,25.9,86.11,null,null,0:0:0
-9.26,-0.94,-2.67,-40,28,99.39,0.08,-0.18,0.03,1002.92,25.9,86.36,null,null,0:0:0
-9.61,-0.75,-2.9,-36.27,31.36,99.39,0.25,-0.07,0.32,1002.88,25.9,86.7,null,null,0:0:0
-9.96,-0.31,-3.14,-31.09,35.27,96.12,0.15,-0.12,-0.05,1002.88,25.9,86.7,null,null,0:0:0
-10.16,-1.02,-3.02,-34.91,31.27,96.22,-0.59,0.64,-0.09,1002.88,25.9,86.7,null,null,0:0:0
-10.98,-0.04,-3.92,0,0,0,-0.08,-1.3,-0.43,1002.89,25.9,86.61,null,null,0:0:0
-9.57,-0.24,-2.31,-24.91,17.45,105.71,-0.5,0.36,-0.01,1002.83,25.9,87.12,null,null,0:0:0
-8.39,-0.9,-3.06,-32.82,8.82,103.27,-0.5,0.47,0.56,1002.78,26,87.54,null,null,0:0:0
-8.28,-0.71,-2.67,-29.36,7.18,105.1,-0.26,-0.13,0.11,1002.84,26,87.03,null,null,0:0:0
-8.59,-1.06,-2.35,-29.55,3.64,107.24,-0.09,-0.23,-0.82,1002.87,26,86.78,null,null,0:0:0
-10.12,-0.86,-2.59,-31.91,-2.09,109.69,-0.25,-0.12,0.11,1002.81,26,87.29,null,null,0:0:0
-10.79,-1.18,-3.14,-39.55,-2,103.57,0.9,-0.94,-0.4,1002.88,26,86.7,null,null,0:0:0
-8.67,-1.45,-1.96,-32.64,5.82,102.35,0.51,0.17,0.27,1002.81,26,87.29,null,null,0:0:0
-9.22,-1.02,-2.67,-33.73,11,97.24,-0.3,0.37,0.41,1002.86,26,86.87,null,null,0:0:0
-9.61,-1.14,-2.59,-32.91,9.09,99.29,-0.43,-0.37,-0.31,1002.91,26,86.45,null,null,0:0:0
-9.89,-1.33,-2.55,-32.36,1.73,103.88,0.13,-0.24,-0.78,1002.88,26,86.7,null,null,0:0:0
-9.96,-1.49,-2.43,-33.18,4.27,101.63,0.55,0.73,0.72,1002.86,26,86.87,null,null,0:0:0
-9.18,-0.9,-2.63,-30.91,17.18,90.2,1.11,0.26,0.6,1002.84,26,87.03,null,null,0:0:0
-10.08,-0.86,-2.51,-24.09,24.64,81.22,1.28,-0.79,0.2,1002.8,26,87.37,null,null,0:0:0
-10,-0.71,-2.55,-17.45,21.45,82.86,-0.71,-0.6,-0.45,1002.76,26,87.7,null,null,0:0:0
-9.41,-0.71,-2.55,-21.73,4.27,96.84,-0.55,0.17,-0.32,1002.82,26,87.2,null,null,0:0:0
-9.57,-0.82,-3.22,-24.91,-2,97.45,-0.46,-0.28,-0.06,1002.77,26,87.62,null,null,0:0:0
-10.4,-1.1,-2.51,-14,-7.73,103.27,-0.62,-0.97,-0.09,1002.82,26,87.2,null,null,0:0:0
-9.06,-0.55,-2.24,-9.55,-15.91,105.31,-0.57,0.6,0.29,1002.83,26,87.12,null,null,0:0:0
-9.77,-0.86,-2.9,-16.55,-15,103.37,0.8,0.36,-0.52,1002.8,26,87.37,null,null,0:0:0
-9.69,-0.67,-2.75,-17.55,-9.36,101.84,0.37,0.04,0.58,1002.87,26,86.78,null,null,0:0:0
-9.77,-0.51,-2.86,-19.09,-6.27,100.51,-0.1,0.42,-0.3,1002.88,26.1,86.7,null,null,0:0:0
-9.49,-0.75,-2.71,-19.64,-13,102.04,-0.84,-0.52,-0.05,1002.8,26,87.37,null,null,0:0:0
-9.22,-0.51,-2.63,-14.73,-20.82,104.18,-0.73,-0.26,-0.01,1002.86,26.1,86.87,null,null,0:0:0
-9.06,-0.67,-2.79,-13.18,-25.36,103.47,0.28,0.13,-0.06,1002.84,26.1,87.03,null,null,0:0:0
-9.73,-0.82,-2.59,-12.36,-19.09,104.08,0.69,0.06,0.32,1002.86,26.1,86.87,null,null,0:0:0
-9.61,-0.35,-3.1,-15.36,-12.55,102.86,0.65,0.29,0.17,1002.83,26.1,87.12,null,null,0:0:0
-9.65,-0.55,-2.82,-15.82,-6.82,101.43,0.13,-0.22,-0.21,1002.88,26.1,86.7,null,null,0:0:0
-9.53,-0.67,-2.67,-16.09,-9.64,101.84,-0.56,0.06,-0.2,1002.79,26.1,87.45,null,null,0:0:0
-9.38,-0.82,-2.55,-13.45,-18.36,103.37,0.11,-0.27,0.33,1002.82,26.1,87.2,null,null,0:0:0
-9.06,-0.71,-2.39,-12.27,-15.18,103.47,0.37,0.13,0.08,1002.89,26.1,86.61,null,null,0:0:0
-9.26,-0.98,-2.86,-15,-12.36,102.24,0.12,-0.23,0.04,1002.88,26.1,86.7,null,null,0:0:0
-10.08,-0.43,-2.51,-10.82,-13.09,103.37,-0.59,0.02,0.03,1002.84,26.1,87.03,null,null,0:0:0
-9.34,-0.71,-2.94,-17.36,-29.36,102.24,-0.65,-0.03,0.09,1002.86,26.1,86.87,null,null,0:0:0
-9.34,-0.35,-2.43,-7.82,-21,105.51,1.35,0,0.15,1002.8,26.1,87.37,null,null,0:0:0
-9.73,-0.59,-2.98,-15.45,-7.36,102.04,0.92,0.67,-0.57,1002.82,26.1,87.2,null,null,0:0:0
-10.24,-0.43,-2.75,-13.91,-14,102.86,-1.24,-0.55,0.42,1002.82,26.1,87.2,null,null,0:0:0
-9.18,-0.94,-2.51,-11.27,-25.36,103.27,-0.49,0.02,-0.16,1002.88,26.1,86.7,null,null,0:0:0
-9.65,-1.02,-2.59,-13.64,-26.64,102.24,0.54,0.19,-0.14,1002.79,26.1,87.45,null,null,0:0:0
-9.02,-0.98,-2.59,-16.64,-19.73,102.45,1.1,0.02,0.25,1002.83,26.1,87.12,null,null,0:0:0
-9.38,-0.55,-2.59,-15.64,-7.64,101.02,0.65,-0.06,0.36,1002.85,26.1,86.95,null,null,0:0:0
-9.41,-0.82,-2.71,-16.55,-4.55,99.49,-0.2,0.12,-0.36,1002.83,26.1,87.12,null,null,0:0:0
-9.57,-0.98,-2.71,-18.55,-12.36,100.92,-0.91,-0.03,0.04,1002.83,26.1,87.12,null,null,0:0:0
-9.22,-0.9,-2.43,-16.45,-18.55,102.35,-0.46,-0.26,-0.07,1002.82,26.1,87.2,null,null,0:0:0
-9.06,-1.02,-2.35,-15,-21,102.65,0.22,0.02,-0.02,1002.82,26.1,87.2,null,null,0:0:0
-10.67,-0.94,-2.59,-11.73,-14.18,103.06,-0.43,0.27,0.14,1002.8,26.1,87.37,null,null,0:0:0
-10,-1.06,-2.94,-18.09,-26.27,100.92,-1.61,0.51,-0.37,1002.82,26.2,87.2,null,null,0:0:0
-8.12,-0.82,-2,-6.09,-46.27,94.9,0.44,-0.06,-0.34,1002.79,26.2,87.45,null,null,0:0:0
0.04,0.12,0.04,-7.73,-39.18,98.98,1.05,0.17,0.89,1002.83,26.2,87.12,null,null,0:0:0
-0.08,0.2,-0.27,-14.91,-35.36,95,1.05,0.28,0.69,1002.9,26.2,86.53,null,null,0:0:0
-8.51,4.51,17.46,2.91,1.09,109.69,3.38,4.83,0.21,1002.98,26.2,85.86,null,null,0:0:0
-9.81,9.89,1.69,-24.18,19,90.71,3.47,1.5,0.7,1003.02,26.2,85.52,null,null,0:0:0
-9.34,2.31,-2.04,-30.18,22.27,51.53,2.53,-1.24,2.96,1003.07,26.2,85.11,null,null,0:0:0
-9.81,1.57,-0.47,-25.64,6.91,97.04,4.88,-1.45,1.91,1003.23,26.2,83.76,null,null,0:0:0
-12.24,0.35,-1.26,-12.64,-61.45,79.18,-5,-1.34,-4.01,1003.35,26.2,82.75,null,null,0:0:0
-11.38,1.29,-2.35,4,-60.18,45.1,4.99,0.1,1.45,1003.36,26.2,82.67,null,null,0:0:0
-8.55,-1.29,-1.88,-0.27,-17.27,109.49,-5,0.02,-0.63,1003.35,26.2,82.75,null,null,0:0:0
-7.73,-0.55,-1.22,6.45,-7.73,21.12,1.78,0.21,0.72,1003.47,26.3,81.75,null,null,0:0:0
-8.79,0.04,-0.94,-6.45,-56.82,87.45,2.66,0.64,1.34,1003.5,26.3,81.5,null,null,0:0:0
-9.57,-1.18,-2.51,-10.09,-8.45,23.06,-5,-1.35,-2.06,1003.54,26.3,81.16,null,null,0:0:0
-9.45,0.9,-2.47,-19.64,-52.45,41.02,4.99,0.2,2.06,1003.57,26.3,80.91,null,null,0:0:0
-9.38,-0.51,-0.67,-26.91,-21.45,27.55,-5,-0.83,0.1,1003.63,26.3,80.4,null,null,0:0:0
-10,-0.12,0.16,-31.09,-44.45,38.78,4.99,0.01,-0.19,1003.66,26.3,80.15,null,null,0:0:0
-11.41,0.27,0.35,-26,-51.82,42.04,-5,-0.2,-0.97,1003.8,26.3,78.98,null,null,0:0:0
-11.41,0.39,-0.55,-16.09,-21.27,20.61,4.99,1.21,0.36,1003.84,26.3,78.64,null,null,0:0:0
-11.92,0.63,-1.06,2.09,-31.73,19.39,-5,0.21,-0.98,1003.85,26.3,78.56,null,null,0:0:0
-8.98,-1.29,-2.47,9.55,-1,20.92,4.99,0.7,2.01,1003.93,26.3,77.89,null,null,0:0:0
-8.04,-0.82,-4.12,19,-33.91,21.12,-5,-1.15,-2.41,1003.94,26.3,77.8,null,null,0:0:0
-10.75,-0.27,-3.33,-3.73,16.73,27.65,4.93,0.07,0.5,1004.01,26.3,77.22,null,null,0:0:0
-10.75,1.53,-2.82,-15,0.91,19.49,-5,-0.87,-2.12,1004.07,26.3,76.71,null,null,0:0:0
-10.94,-0.04,-1.77,-45.82,9.64,37.45,4.99,-0.89,1.11,1004.18,26.3,75.79,null,null,0:0:0
-8.67,-0.24,-0.75,-78.64,-6.64,44.39,3.19,0.41,0.36,1004.24,26.3,75.29,null,null,0:0:0
15.46,2.9,3.45,-103.45,-29.36,86.33,4.99,-5,5,1004.34,26.3,74.45,null,null,0:0:0
-3.06,-17.93,-20.01,91,-37.82,46.63,4.99,-0.2,1.22,1004.35,26.3,74.36,null,null,0:0:0
-1.22,-8.2,-0.12,87.91,-44.91,100.61,1.84,-0.24,0.22,1004.29,26.3,74.87,null,null,0:0:0
0.04,-8.75,4.51,82.27,-40.64,111.53,-0.11,-0.27,0.11,1004.34,26.3,74.45,null,null,0:0:0
1.41,-10.47,2.75,90.18,-46.09,103.06,-1.31,-0.86,0.02,1004.31,26.3,74.7,null,null,0:0:0
2.2,-11.02,2.39,85,-55,85.2,2.12,-2.44,1.01,1004.38,26.3,74.11,null,null,0:0:0
