Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-8.63,-3.49,-2.86,-7.91,-47.73,32.14,-1.72,-0.94,-0.69,1004.59,34.6,72.35,,,
-8.87,-3.37,-3.06,1.91,-53.82,16.53,-1.65,-0.86,-0.74,1004.59,34.5,72.35,,,
-8.79,-3.57,-2.9,12.09,-51.36,-6.33,-1.82,-0.47,-0.62,1004.6,34.5,72.27,,,
-8.63,-3.41,-3.3,11.64,-37.91,-27.04,-1.77,-0.63,-0.21,1004.51,34.5,73.02,,,
-8.83,-3.3,-3.73,7.36,-23.64,-36.63,-1.63,-0.53,-0.47,1004.48,34.5,73.28,,,
-8.9,-3.53,-3.18,1.09,-3,-39.9,-1.51,-0.33,-0.72,1004.36,34.4,74.28,,,
-5.3,-1.77,-3.45,0.55,13.55,-35.51,-1.51,-0.12,-0.55,1004.26,34.4,75.12,,,
12.67,4.47,-14.98,-5,29.91,-23.47,4.84,-5,-3.26,1003.73,34.3,79.56,,,
1.88,-0.35,1.22,-51.09,4,28.06,-1.46,3.68,2.83,1004.13,34.1,76.21,,,
-2.08,3.53,-8.63,-24.27,34.55,-6.43,-1.6,4.91,3.77,1004.52,34.4,72.94,,,
-8,-5.45,10.83,-22.36,33.82,2.76,0.02,-4.51,-3.01,1004.04,34,76.96,,,
-14.55,4.51,-2.24,-4.73,30.27,-16.63,1.73,4.64,2.2,1004.6,34.5,72.27,,,
-10.94,-2.43,-1.1,-0.36,21.91,-27.86,1.57,-0.13,-0.46,1004.58,34.5,72.44,,,
-11.53,1.26,-0.43,-2.09,-35.55,-29.69,3.44,0.95,0.7,1005.15,34.6,67.66,,,
-9.38,-0.82,-1.45,-3,-53,-0.82,4.34,0.42,0.64,1004.96,34.7,69.25,,,
-8.43,0.27,-1.69,-18.82,-0.82,49.59,4.99,0.1,1.47,1004.71,34.5,71.35,,,
-8.47,-0.51,-1.45,-11,-32.64,-30.41,-5,-1.19,-1.13,1005.22,34.7,67.07,,,
-9.26,-0.67,1.14,-19,23.73,37.55,4.99,0.05,0.13,1005.01,34.6,68.83,,,
-9.14,-1.61,-1.92,-3.73,-42,-23.67,-2.24,-0.72,0.15,1005.21,34.7,67.16,,,
-9.81,-0.71,14.79,-42.36,21.55,-5.1,-3.27,1.97,2.81,1005.07,34.6,68.33,,,
-5.02,-1.37,5.92,-50.73,5.27,-10.2,4.99,4.86,-4.38,1005.45,34.7,65.15,,,
-6.9,-1.8,2.67,-7.09,-53.82,11.22,1.66,0.85,-1.8,1005.17,34.6,67.49,,,
-7.73,-2.71,5.73,-2.73,-54,3.98,-3.58,0.62,2.19,1005.23,34.7,66.99,,,
-7.77,-3.8,7.06,-33.64,-28.27,-24.59,-3.22,0.29,3.12,1005.53,34.7,64.47,,,
-6.32,-4.16,6.47,-40.09,18.73,-13.16,-2.74,-0.98,3.01,1005.41,34.7,65.48,,,
-5.02,-4.43,5.88,-18.36,36,16.84,-2.91,-1.22,2.43,1004.79,34.5,70.68,,,
-8.16,-1.22,4.28,-5.45,30.36,34.08,4.51,0.31,-2.68,1005.01,34.5,68.83,,,
-1.61,-7.53,1.37,-25.27,-8.55,-34.8,3.79,4.8,-4.26,1005.44,34.7,65.23,,,
-11.3,5.73,2.94,-2,38,17.14,-1.8,-1.55,-1.58,1005.64,34.7,63.55,,,
-9.18,3.33,-1.41,-3.55,37.09,-2.04,4.15,-1.53,0.74,1005.64,34.8,63.55,,,
-9.53,-0.75,-0.59,-11.55,34.82,12.55,-0.27,0.04,0.23,1005.54,34.7,64.39,,,
